postal_code,walk_score,bike_score,transit_score
T3H 0V9,25,50,44
T3M 2C3,2,28,22
T2X 4E7,12,45,38
T3M 1N7,7,61,28
T2G 1H7,82,90,75
T3H 5H9,49,73,52
T2T 2C6,74,78,47
T2T 2B2,54,81,42
T3P 0M3,N/A,N/A,N/A
T3E 3S2,44,63,48
T2T 4A4,54,81,42
T2Z 3L3,57,62,46
T2N 4J3,37,85,56
T3H 3M8,35,75,34
T2T 6P3,61,73,48
T3M 2E9,8,55,34
T2Z 3C5,18,53,36
T2Y 4Z5,62,74,35
T3E 7V3,55,90,57
T2N 4E4,55,91,61
T2G 1K6,69,93,75
T3J 0G1,24,70,52
T3M 1S7,8,55,34
T3G 2Y1,28,49,36
T3A 6H5,19,45,40
T3H 4N3,28,64,55
T3H 3B3,29,48,38
T3K 0V8,68,67,53
T2L 0V2,60,92,62
T2T 4S3,53,78,51
T2M 4W2,79,85,54
T2N 4N7,70,95,60
T2X 4L3,12,45,38
T2N 4H6,81,97,61
T3J 3N8,32,66,58
T2Y 5A1,66,69,34
T2Y 3A6,21,62,44
T2T 3T2,85,83,49
T3J 0Y8,33,67,59
T2X 3R6,60,77,51
T3K 4J4,10,57,37
T3J 0Y2,33,67,59
T3J 1S7,60,77,58
T3N 0M4,0,26,18
T2W 3Y5,13,62,30
T1Y 4K4,49,76,53
T3A 6B6,3,21,32
T2R 0S8,90,94,67
T3P 0J2,0,30,0
T3G 5X3,39,69,21
T3H 0G1,35,65,33
T3E 5G8,34,88,48
T2S 1G2,63,87,51
T3J 5M8,2,61,28
T2Y 0P4,18,52,49
T2Y 3S1,24,62,50
T2Z 3N8,36,69,33
T3H 0T9,25,50,44
T2W 4L6,28,55,27
T3E 4G7,38,69,53
T3G 5N2,40,64,21
T2Y 5B1,7,62,33
T3K 5B6,52,73,51
T3B 5X4,7,52,36
T3C 2V7,30,78,37
T2T 1H4,51,76,47
T2N 0T7,43,86,50
T2K 6J4,29,63,49
T2M 1R9,64,93,58
T2X 4A5,12,45,38
T3R 1V5,20,53,32
T3C 1M2,56,86,59
T3B 5L5,14,60,23
T2T 2P5,45,76,42
T3M 2C8,8,55,34
T2Z 0R8,18,56,30
T2W 5T5,19,64,26
T3J 5H1,30,66,52
T2V 5C1,49,77,36
T2R 0N6,95,96,73
T2R 0T9,95,93,77
T3M 2R8,8,55,34
T3H 5V8,41,61,54
T2G 5J5,82,91,77
T2E 0B5,78,97,70
T2R 0K7,95,96,75
T2G 1H8,82,90,75
T2A 0G8,56,74,60
T3E 4H3,44,77,56
T3H 3K5,70,81,46
T3S 0A6,2,53,21
T2A 2K5,36,53,52
T3G 5B9,26,41,53
T2R 0X4,95,95,76
T3H 4X3,5,29,35
T2T 0W6,64,90,50
T2E 1M1,78,85,52
T2X 0L8,11,50,31
T3M 2W9,36,43,41
T3E 7Y4,51,60,N/A
T2T 2W1,33,81,40
T2N 2Y6,28,81,50
T2J 4K6,28,67,32
T3E 2G5,61,87,54
T3E 3Y7,63,87,56
T3G 5M8,19,59,32
T3H 3E5,30,61,42
T2C 4E2,41,74,48
T2K 0K5,62,71,53
T3P 1J5,0,30,0
T2W 0Y8,23,61,38
T3E 7V5,31,80,48
T2T 4S8,56,84,51
T3G 2W4,18,49,35
T3G 0B7,21,40,50
T3H 1R7,35,71,33
T3A 1G7,35,73,55
T3B 2P7,43,79,39
T2R 0Z7,95,97,72
T2E 6C6,45,63,38
T3G 2W7,18,53,37
T3M 1E8,20,65,36
T2E 0J9,69,98,63
T2Z 0T9,34,71,43
T2Y 3E7,15,63,37
T2X 3K8,22,63,30
T3A 1K5,67,83,63
T2A 7X8,38,59,49
T2T 5B7,28,71,45
T3G 2R9,22,54,40
T2R 1S5,91,97,70
T3K 2M6,53,69,51
T2Z 2M8,42,70,44
T3E 4V4,48,61,48
T3C 3N7,89,94,63
T2Z 2J2,15,61,38
T3C 1P7,60,92,45
T3G 6B4,47,71,36
T2R 1E3,89,96,72
T3E 8A5,51,60,N/A
T2G 0C7,82,90,75
T2T 3G1,86,80,51
T3M 1R5,8,55,34
T2V 3H6,41,66,46
T2J 0Y7,40,65,39
T3N 1S1,0,26,18
T2Z 3S3,51,78,46
T3A 0M6,60,84,55
T3C 1Y4,38,84,42
T3H 4M2,6,68,38
T3K 4L6,26,58,38
T3B 2H5,43,74,40
T2E 9B3,52,76,50
T3J 0Z6,33,67,59
T2Z 0H8,10,59,32
T3H 0V2,13,38,34
T3G 0E6,52,72,36
T2S 1P4,74,97,59
T3G 2W3,18,49,35
T3B 2X4,43,84,58
T2G 5T7,87,94,74
T3R 1P3,20,55,38
T2K 5W9,58,79,51
T3E 3W5,35,83,40
T2P 5K4,82,90,76
T3C 3X6,18,51,51
T2S 3C9,54,86,58
T2X 3X5,47,68,32
T3J 0V7,33,67,59
T3P 0B8,36,58,35
T3B 5E6,29,68,38
T3H 1E4,40,74,37
T3M 0J7,6,34,34
T2E 9C7,72,99,57
T3J 3G6,40,65,57
T3H 5V7,42,65,55
T2X 3Z5,6,41,N/A
T2S 1B6,61,89,52
T2S 2B5,88,91,53
T3B 0S4,62,91,44
T2R 1R5,96,97,72
T2Z 0R3,9,54,28
T3A 0T5,50,86,54
T2R 0B5,93,94,76
T2E 3W5,79,82,60
T3K 4K3,8,46,31
T3J 5B4,37,71,58
T2S 3H6,46,76,41
T2Z 2B2,18,69,37
T3L 2B9,36,62,49
T3H 5X5,10,56,24
T2P 0X2,82,90,76
T2B 0P9,59,90,47
T3M 1M8,8,55,34
T3P 0V8,0,26,0
T3K 5B3,25,62,35
T3P 0N3,6,53,31
T3A 1T6,28,67,42
T3L 1X9,11,65,47
T3C 1X9,62,84,55
T3G 5K6,27,41,52
T3M 2L8,8,55,34
T3E 5X9,15,69,45
T2X 3S5,33,65,32
T3M 1L1,42,68,41
T2M 0N4,64,92,57
T2M 1B6,79,99,60
T3P 0L6,0,30,0
T2X 0N2,33,64,32
T3K 0V9,53,60,38
T1Y 6T4,28,64,38
T3E 2K4,63,86,56
T2Z 0T7,64,85,47
T2Z 1G6,11,66,29
T2A 4H9,43,68,43
T2E 2E2,59,81,52
T3H 0J3,28,70,32
T3G 5Z5,28,68,30
T3J 0X9,33,67,59
T3G 0C2,22,53,46
T3G 5N7,42,66,37
T2M 0X1,79,98,59
T2T 2V5,32,75,44
T2Z 4P3,46,66,44
T3M 1K7,22,69,37
T3M 2N7,8,55,34
T2S 3E7,79,98,58
T3A 2W3,60,93,49
T2E 6E6,45,63,38
T3P 1B6,40,57,37
T3K 5G3,54,75,48
T3C 1Z3,57,83,55
T3B 0R7,48,87,50
T2M 2S8,84,98,57
T3M 2V9,8,55,34
T2T 1R1,61,76,47
T3H 0E5,61,66,32
T3H 5S9,4,49,24
T2S 0C9,90,98,59
T3M 0E6,15,67,35
T3K 4X8,47,73,44
T2T 2C8,71,70,47
T2P 0W3,82,90,76
T2M 0Y9,62,87,57
T3L 2C4,39,68,46
T2G 5P9,86,95,72
T3B 2M4,37,74,39
T2T 3E6,88,80,51
T1Y 4B5,56,76,50
T2T 4A3,54,81,42
T3J 0N5,32,51,23
T2Z 4N7,38,72,44
T2V 4N5,72,84,57
T2V 4X1,46,83,51
T3G 3W1,37,69,35
T2R 1A7,95,96,71
T2E 1R3,78,82,52
T3C 0X1,56,90,58
T2Z 0B3,42,75,41
T3B 5N7,26,42,40
T3A 6A5,23,64,37
T2L 1W1,54,75,41
T1Y 4R1,37,76,41
T2Y 0J7,48,53,29
T2S 1Y6,15,77,52
T3G 3R9,28,57,38
T2N 1A7,40,85,50
T2V 3Y8,33,77,33
T2T 1T6,70,78,47
T2Z 1E7,13,67,38
T3E 5E9,29,78,48
T2T 4S1,53,78,51
T2T 6S3,51,77,47
T3H 3V7,9,26,29
T3R 0V7,0,38,0
T3N 1G4,0,26,18
T2N 3C8,84,99,71
T2H 0X2,48,74,52
T2Y 2X8,5,57,31
T3M 2J9,14,61,38
T3H 4T5,17,64,38
T3H 4K5,15,49,39
T3G 5Y8,37,67,21
T2X 3B7,27,48,50
T3H 1S9,15,52,41
T3A 2E6,62,87,63
T2N 4H4,52,91,62
T2T 0Y4,39,75,53
T2K 0Y1,34,83,52
T2T 2M8,58,80,44
T2A 3H3,49,57,56
T2V 0S2,61,82,60
T3M 2L7,8,55,34
T3M 0C3,38,69,37
T2T 1L1,58,74,48
T2N 2W1,40,83,50
T2W 3E7,57,62,33
T3H 4N7,3,43,33
T3P 0R8,7,39,32
T3E 7N9,36,81,48
T3K 1E6,23,57,44
T3H 0M1,15,45,24
T3P 0A4,30,57,34
T3A 5W7,25,61,38
T2J 6A8,51,61,32
T3H 0P8,44,65,31
T3E 4Y6,43,63,49
T3L 2Y4,7,47,30
T2E 1Y2,77,85,53
T2N 2X4,31,73,54
T2J 2N7,35,64,31
T3G 1Y2,40,63,40
T3A 5L7,12,58,39
T2G 4N5,22,57,39
T3M 1T5,25,66,39
T2Z 4N1,57,78,47
T2E 0M4,60,88,48
T3E 1V8,51,81,56
T2E 0H7,81,79,66
T3B 1H5,58,91,46
T3H 2L9,28,57,47
T2H 3B3,67,77,58
T2V 2M7,50,78,54
T2T 0L5,90,81,52
T2M 3X8,44,85,59
T2Y 5A7,32,40,29
T2N 0E6,89,99,71
T3B 6B3,17,37,37
T3G 3J3,36,50,36
T2W 1W3,35,68,45
T2B 1J2,67,60,53
T2A 6G4,58,69,55
T3B 3Y7,20,45,50
T3G 3Y3,24,65,39
T1Y 4G9,44,76,51
T2T 1M8,49,77,48
T3A 2X6,23,50,41
T2E 4R9,56,77,50
T3K 6E7,13,40,37
T2A 0C1,32,77,57
T2S 3H1,46,76,41
T2X 0Y9,2,41,21
T2Z 1A3,19,66,43
T2Y 4M1,14,45,58
T3B 0N6,45,82,48
T3K 2B6,19,60,50
T2W 6A6,12,37,35
T3K 0G6,44,58,52
T3R 1N6,27,54,38
T2V 4N7,58,73,39
T3M 2S8,8,55,34
T2V 1X5,35,86,49
T2R 0R4,95,97,72
T2V 2P5,46,87,56
T3B 3B3,44,73,56
T2Y 2T6,22,65,45
T2N 0H3,47,88,49
T3A 2E5,N/A,N/A,N/A
T3R 0V1,0,38,0
T3H 1R5,28,70,51
T2Z 5C7,20,69,30
T3N 1B7,1,27,27
T3E 1A3,55,63,48
T2S 0C5,95,97,69
T3M 2B8,8,55,34
T2K 2C1,43,79,45
T2L 2J9,49,83,59
T2K 2E8,36,75,45
T1Y 5L7,40,72,40
T3M 2C6,1,45,27
T3M 2V4,8,55,34
T2V 5K5,57,86,63
T2N 2W5,34,82,49
T2V 3P5,40,78,33
T2E 3E4,54,77,53
T2M 1W1,52,91,58
T3M 2L1,31,66,38
T2N 0L4,44,86,50
T2Y 1Y9,50,75,55
T2T 4T4,59,80,52
T3B 1Y3,41,78,38
T3G 5W1,26,68,21
T2J 0X3,39,65,36
T2V 5H4,35,64,36
T3B 5V3,6,42,23
T2T 1G6,57,81,47
T2Z 0G8,14,60,30
T2T 2R7,39,78,41
T2J 3Y9,41,66,32
T2X 0G9,56,55,23
T2X 0L6,16,34,39
T2M 2B1,48,89,51
T2R 0M4,93,96,73
T2N 0J6,89,99,67
T2X 3T4,51,77,49
T3E 3V8,51,72,48
T2P 1N4,83,88,78
T3C 0S1,61,83,60
T3H 2N5,53,82,39
T3N 0L5,0,26,18
T3B 5M8,26,42,40
T3M 0G1,31,62,39
T3C 1X7,61,85,55
T3B 1Y5,36,77,39
T3E 2A4,59,88,57
T3N 1E6,0,26,18
T3G 0C3,21,40,51
T2V 1G6,53,88,62
T1Y 1E5,42,57,55
T3R 0V8,9,51,31
T2N 1N2,39,86,61
T2P 0G9,93,96,77
T3H 5B5,50,79,36
T2T 3Z8,61,81,48
T3H 5H8,18,50,41
T2K 1M9,57,90,46
T3H 0P6,37,65,33
T3H 1V7,40,66,37
T2P 1L1,82,90,76
T1Y 5Z3,40,76,57
T2Z 4T6,3,39,36
T3B 0N9,59,90,43
T2E 8Z4,77,78,70
T2C 5M9,17,35,38
T3E 6V3,36,47,43
T2W 0T2,35,56,47
T3K 0W3,37,62,35
T3N 1T4,0,26,18
T2T 5C4,26,72,46
T3B 2B9,53,82,39
T2Y 2W1,30,62,50
T2Z 1H8,48,76,45
T2J 1P5,23,61,31
T3G 5B3,30,43,46
T3E 3G8,59,67,50
T2A 4Y5,60,65,58
T2T 6M3,56,69,49
T2R 1S4,92,95,74
T2P 5J9,79,97,74
T3B 3C4,10,71,50
T2V 2H5,59,78,56
T2Y 0H7,61,67,33
T2S 0Z8,42,83,46
T3H 4H2,3,47,28
T3B 0B7,66,92,46
T3C 3E1,10,53,39
T3H 3R6,24,66,43
T2Z 0S4,94,91,79
T2K 4Z7,18,55,51
T2A 3N2,22,46,51
T2J 0Y1,49,65,40
T2E 2J5,42,70,51
T2N 2M7,63,93,60
T2A 5J8,55,71,44
T3N 0A9,13,43,34
T2E 1E8,81,85,52
T2M 2N3,51,83,52
T2N 1X1,92,99,71
T3G 5J6,24,51,54
T3H 5K3,43,70,36
T2T 1R8,66,76,48
T2V 1W8,57,90,57
T2Y 5G1,2,28,27
T2T 1B8,57,92,48
T3H 4P9,7,37,27
T3H 3G3,66,79,46
T3C 2H2,77,89,60
T3E 6B2,50,67,44
T3E 2N4,66,87,58
T3E 2X1,63,68,49
T3B 0B4,65,92,45
T2H 1H5,50,72,61
T3E 1W6,50,70,47
T2L 0N8,46,74,44
T2M 4J7,28,82,54
T3C 3E6,22,78,40
T2E 2N8,49,79,53
T2E 5A8,76,98,68
T2Z 3J2,15,61,35
T3E 3N6,49,73,52
T3N 0C4,6,38,34
T1Y 5J7,41,75,58
T2Z 5B6,15,67,29
T3E 7A6,31,80,48
T2Z 0P4,3,40,29
T2S 0P5,59,91,46
T2E 8W2,73,97,64
T2Z 1X7,3,57,36
T3C 0N6,75,92,62
T2Z 1H9,2,48,27
T3C 2L8,42,79,57
T2E 0N1,80,97,60
T1Y 2G2,32,66,38
T2A 1B4,68,61,56
T2J 6Y6,27,60,33
T2C 5L7,17,35,38
T2A 5C1,22,64,40
T2J 3M9,43,81,52
T3M 3A7,8,55,34
T2M 1A4,76,99,56
T2P 5N6,91,96,76
T2G 1S9,26,57,38
T2J 3Y5,39,66,32
T2N 3H7,56,90,59
T2W 2G8,25,69,31
T3K 0N4,27,62,46
T3A 6B5,8,21,38
T3J 0S6,33,67,59
T3G 5N5,17,56,32
T3R 1L2,42,59,37
T2M 0B4,77,99,55
T2E 8W9,24,54,34
T3C 2C8,31,77,55
T3P 1G1,30,57,37
T3G 3W3,36,68,36
T3C 0N4,80,99,62
T3H 5R5,10,42,34
T2T 3W6,86,88,58
T3G 5Y3,17,50,29
T2G 1T2,71,89,76
T3B 5L2,31,59,37
T3E 2X9,65,81,56
T3M 2H6,32,73,40
T3J 0N4,32,51,23
T2V 2P9,49,88,59
T3M 2G7,8,55,34
T3E 6B9,37,76,27
T2J 6N7,41,70,33
T3K 4N7,16,52,38
T2M 2M8,36,85,50
T2T 2L4,34,73,41
T2Y 4P7,9,49,25
T3L 2W5,7,47,30
T2T 1Y4,54,80,42
T3K 5X4,61,75,47
T2A 2A7,44,56,54
T2Z 1E3,47,76,46
T3J 0X8,5,31,38
T3M 1G6,11,56,34
T2Y 0K4,43,57,53
T2A 2X7,43,58,54
T2X 0W4,12,45,38
T3G 6A4,25,62,35
T2E 0S6,41,88,37
T2T 3S9,85,83,49
T2V 3C8,57,82,60
T3E 5E3,29,78,48
T2Z 2L3,23,59,32
T3G 5L3,24,43,52
T3J 0S3,17,71,47
T3C 0R5,80,88,62
T1Y 4R3,45,80,43
T2E 5J6,51,85,40
T2K 2B8,40,71,47
T2M 0P6,77,95,60
T2S 0H9,72,97,58
T3G 5S4,9,42,33
T3H 2Z3,25,69,54
T3J 3V4,45,68,60
T2V 3Z7,50,78,33
T3B 6H3,9,41,36
T3M 0R5,40,73,38
T2S 1A1,42,79,44
T3H 0Z8,25,50,44
T3E 5N6,43,88,45
T3E 1W4,50,77,51
T3G 0G6,35,70,35
T3J 3V3,25,59,60
T2Z 3N6,35,65,36
T2C 2J8,26,59,47
T2Z 2M4,8,48,35
T2N 1Z7,85,10,63
T2K 4J6,45,58,55
T3G 4B5,46,64,50
T3H 5W2,35,75,38
T2W 5A7,24,64,30
T3C 1L9,60,93,59
T3R 0R8,12,54,38
T3A 5C8,17,59,37
T3H 3B9,19,65,53
T2N 3S9,40,79,51
T2N 1A1,43,88,48
T2E 2J2,43,70,48
T3N 0L3,0,26,18
T3K 5J5,0,36,30
T3E 3H2,43,71,47
T2G 0B3,84,89,78
T3L 2B2,12,50,37
T2T 4Z2,49,79,48
T1Y 4V8,47,72,45
T3N 0P4,11,44,33
T3L 2H3,22,56,53
T3B 2M9,52,79,40
T2V 4S9,46,75,36
T2M 0W3,77,99,59
T2K 3K8,55,80,52
T2B 1C7,61,63,52
T3E 5P4,46,89,44
T3E 7R4,32,67,47
T2M 2T5,80,85,54
T2P 0G8,90,96,77
T3H 1A1,29,73,37
T2L 0X1,47,88,51
T2A 6V8,11,55,43
T3B 3C2,17,69,47
T3H 4J7,10,52,34
T2S 0C4,97,10,77
T2K 1T1,45,80,44
T3G 6A6,28,64,35
T2X 1K4,12,45,38
T2K 4W3,49,57,55
T2N 2X3,31,73,54
T2S 0K2,81,98,57
T3H 2P8,33,72,53
T2K 6H5,27,65,48
T2T 0K3,88,80,51
T3H 2Y1,22,55,54
T3A 2X8,10,51,24
T3K 6G2,8,48,32
T2J 4B9,15,71,46
T2J 7E2,9,46,36
T2Z 4W7,10,59,32
T3M 1P8,11,66,41
T2K 0H1,44,81,54
T2C 3R3,40,74,43
T3E 1Y9,55,84,57
T3E 2Y4,63,74,53
T2W 4K7,33,53,28
T1Y 5A2,46,73,51
T2P 1K8,83,88,78
T3E 5Z4,15,66,39
T1Y 2H4,54,77,44
T3K 4L3,14,60,39
T2Z 0V8,21,69,30
T2M 0W6,77,96,61
T2X 4E5,12,45,38
T2T 1K9,58,74,48
T2V 5G7,57,59,34
T2P 0C3,93,95,77
T2K 0T5,58,64,54
T3A 0P5,64,91,57
T3E 4X8,42,66,49
T3E 6S3,51,56,44
T2P 5E2,86,96,76
T3E 7G6,48,81,48
T2T 0H7,90,81,52
T3H 0H1,31,69,33
T2G 0X8,91,92,77
T2N 0M8,89,99,67
T3B 2M7,51,80,40
T3A 6H4,22,43,40
T3G 4X2,29,47,29
T2T 4E5,75,85,51
T2W 4L2,30,68,27
T3C 0X8,91,96,64
T3J 1Z5,48,72,56
T3C 3A3,59,89,55
T3A 5S2,8,46,33
T3H 5A1,17,66,28
T3H 2R1,26,71,52
T3M 1H7,15,66,35
T2G 0G3,91,92,77
T2N 0Z3,78,99,62
T2S 0L3,77,98,56
T2N 3T6,27,52,47
T3N 1Y8,0,26,18
T3K 0S7,53,62,40
T2L 1S7,48,69,52
T3J 3T3,11,59,41
T3G 5H2,20,47,52
T3K 0W9,50,64,32
T2K 2E5,31,67,46
T3M 1W8,10,67,31
T2T 3W2,49,82,40
T2R 0P8,94,95,73
T2V 0E9,67,80,46
T2Y 0G8,27,62,33
T3E 6N5,30,67,48
T2N 3H8,49,90,56
T2L 1W5,56,77,43
T2M 3H4,57,90,60
T3A 3Y2,28,59,27
T2E 1A3,82,97,55
T3M 3B3,N/A,N/A,N/A
T2Z 0L6,18,64,29
T3A 5R7,72,91,62
T1Y 4R5,55,74,48
T2W 3Y1,50,69,25
T2C 3W9,41,74,48
T2T 2R8,39,78,41
T3E 1Y5,58,92,58
T2Y 4R6,13,42,25
T3A 1R9,42,77,56
T3B 6G7,N/A,N/A,N/A
T3L 2T2,17,71,23
T2T 1E2,49,77,49
T3H 0Y7,36,63,44
T3H 1T3,39,67,37
T2P 0V2,94,94,79
T2Z 0A7,53,81,47
T2Z 4P9,7,43,41
T3B 3E4,18,72,47
T3C 1N6,67,91,58
T3H 3G2,60,73,46
T2Y 0A8,43,44,31
T2J 3Y6,28,61,33
T2Y 1C5,51,69,54
T3K 4S8,54,71,53
T2Z 1H3,N/A,N/A,N/A
T2Y 3J4,71,74,60
T2N 4G1,30,85,56
T2Y 4T8,55,67,33
T2Y 4Y8,7,28,25
T2M 4Z5,72,95,59
T2X 1Y9,12,45,38
T2N 1R2,56,85,58
T2Z 1C8,56,81,47
T2X 0T1,29,45,31
T1Y 6V6,21,63,31
T3E 4S6,58,63,48
T2W 3G3,56,61,33
T2P 5K1,90,98,76
T2W 1B6,52,63,33
T2K 1Y3,48,81,44
T2S 2Z9,54,85,54
T2S 3E4,54,85,54
T3H 3G1,18,59,52
T2M 4E3,66,96,60
T2N 1C2,67,94,59
T3K 3L4,27,62,41
T2E 0H4,76,76,69
T2Z 5E3,1,42,28
T3E 6R5,53,75,43
T3G 1P2,32,68,40
T3E 0H8,24,72,48
T2E 3H1,80,82,61
T3K 6B3,41,63,49
T2Y 2Y4,29,64,45
T2Y 3J6,35,63,52
T3N 0B5,13,50,34
T3K 3R6,18,53,38
T2N 3C7,75,99,68
T3M 2L3,40,72,38
T3K 0J9,35,37,39
T3A 2S9,29,67,40
T2Y 1A8,58,72,56
T1T 1T1,N/A,N/A,N/A
T3P 0B7,36,58,35
T2N 0M9,88,99,68
T2W 5J9,43,60,33
T2M 3S7,50,88,55
T2Z 1V7,12,63,40
T2E 8Y1,45,84,40
T3C 3T9,50,79,55
T2P 0G7,90,96,77
T2G 0G8,92,93,76
T3L 2C8,4,41,36
T3B 1X9,52,80,40
T2E 1H4,82,80,54
T3L 2J4,44,63,23
T3H 0M9,11,71,56
